VOYAGEID,STATUS,ADLT1IMP,ADLT2IMP,ADLT3IMP,ADPSALE1,ADPSALE2,ADULT1,ADULT2,ADULT3,ADULT4,ADULT5,ADULT6,ADULT7,ARRPORT,ARRPORT2,BOY1,BOY2,BOY3,BOY4,BOY5,BOY6,BOY7,BOYRAT7,CAPTAINA,CAPTAINB,CAPTAINC,CHIL1IMP,CHIL2IMP,CHIL3IMP,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,CHILD6,CHILD7,CHILRAT7,CONSTREG,CREW,CREW1,CREW2,CREW3,CREW4,CREW5,CREWDIED,DATEDEPA,DATEDEPB,DATEDEPC,D1SLATRA,D1SLATRB,D1SLATRC,DLSLATRA,DLSLATRB,DLSLATRC,DDEPAM,DDEPAMB,DDEPAMC,DATARR32,DATARR33,DATARR34,DATARR36,DATARR37,DATARR38,DATARR39,DATARR40,DATARR41,DATARR43,DATARR44,DATARR45,DATEDEP,DATEBUY,DATELEFTAFR,DATELAND1,DATELAND2,DATELAND3,DATEDEPAM,DATEEND,DEPTREGIMP,DEPTREGIMP1,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,FEMALE1,FEMALE2,FEMALE3,FEMALE4,FEMALE5,FEMALE6,FEMALE7,FEML1IMP,FEML2IMP,FEML3IMP,GIRL1,GIRL2,GIRL3,GIRL4,GIRL5,GIRL6,GIRL7,GIRLRAT7,GUNS,INFANT1,INFANT2,INFANT3,INFANT4,INFANT5,INFANT6,JAMCASPR,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MALE1,MALE1IMP,MALE2,MALE2IMP,MALE3,MALE3IMP,MALE4,MALE5,MALE6,MALE7,MALRAT7,MEN1,MEN2,MEN3,MEN4,MEN5,MEN6,MEN7,MENRAT7,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,NCAR13,NCAR15,NCAR17,NDESERT,NPAFTTRA,NPPRETRA,NPPRIOR,OWNERA,OWNERB,OWNERC,OWNERD,OWNERE,OWNERF,OWNERG,OWNERH,OWNERI,OWNERJ,OWNERK,OWNERL,OWNERM,OWNERN,OWNERO,OWNERP,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,REGEM2,REGEM3,REGISREG,RESISTANCE,RETRNREG,RETRNREG1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAS36,SLAS39,SLAVEMA1,SLAVEMA3,SLAVEMA7,SLAVEMX1,SLAVEMX3,SLAVEMX7,SLAVMAX1,SLAVMAX3,SLAVMAX7,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,SOURCEI,SOURCEJ,SOURCEK,SOURCEL,SOURCEM,SOURCEN,SOURCEO,SOURCEP,SOURCEQ,SOURCER,TONMOD,TONNAGE,TONTYPE,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,WOMEN1,WOMEN2,WOMEN3,WOMEN4,WOMEN5,WOMEN6,WOMEN7,WOMRAT7,XMIMPFLAG,YEAR10,YEAR100,YEAR25,YEAR5,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,VOYAGEID2,INTRAAMER,BOYRAT1,CHILRAT1,GIRLRAT1,MALRAT1,MENRAT1,WOMRAT1,BOYRAT3,CHILRAT3,GIRLRAT3,MALRAT3,MENRAT3,WOMRAT3
83551,PUBLISHED,,,116.0,,,,,,,,,116.0,,,,,57.0,,,,57.0,0.28218,"Preston, Gerrard",,,,,86.0,,,,,,,86.0,0.42574,80700.0,,21.0,,,,,2.0,8.0,1.0,1790.0,,,,,,,24.0,9.0,1790.0,,8.0,1790.0,,,,,,,5.0,11.0,1790.0,"01,08,1790",",,",,"08,,1790",",,",",,","09,24,1790","11,05,1790",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,67.0,,,67.0,,,29.0,,,,29.0,0.14356,,,,,,,,,60703.0,60700.0,60000.0,34499.0,,,,,,135.0,,,,135.0,0.66832,,,78.0,,,,78.0,0.38614,60703.0,34400.0,30000.0,34499.0,7.0,7.0,,,,,,,,"Penny, James","Rigby, Peter","Rutson, William","Backhouse, John","Benson, Moses","Dixon, Thomas",,,,,,,,,,,60703.0,,,80704.0,10432.0,10432.0,10432.0,10432.0,,,34400.0,,,60700.0,,,10400.0,,10400.0,10000.0,4.0,,,,,,Shirburn Castle,34499.0,202.0,,,,202.0,,,,,202.0,202.0,,202.0,202.0,,202.0,202.0,221.0,,216.0,LR1791,"BT98/50,386","PP,1792(768),XXXV","PP,1792(766-7),XXXV","T64/286,19","HLRO,MP,HL,94.03.22","craig,101-02","LList, 19 Oct 1790","LList, 9 Nov 1790",,,,,,,,,,130.0,130.0,13.0,,,,,,,,,,,38.0,,,,38.0,0.18812,34.0,29,1700,12,58,1790,1790,1790,,1787.0,,0,,,,,,,0.28218,0.42574,0.14356,0.66832,0.38614,0.18812
83597,PUBLISHED,,,317.0,,,,,,,,,317.0,,,,,13.0,,,,13.0,0.03835,"Wilson, Thomas",,,,,22.0,,,,,,,22.0,0.0649,80700.0,,,,,,,,25.0,5.0,1787.0,21.0,8.0,1787.0,7.0,3.0,1789.0,,,,,4.0,1789.0,,,,,,,27.0,7.0,1789.0,"05,25,1787","08,21,1787","3,7,1789","04,,1789",",,",",,",",,","07,27,1789",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,112.0,,,112.0,,,9.0,,,,9.0,0.02655,,,,,,,,,60332.0,60300.0,60000.0,34499.0,,,,,,227.0,,,,227.0,0.66962,,,214.0,,,,214.0,0.63127,60332.0,34400.0,30000.0,34499.0,7.0,7.0,,,,,,,,"Miles, Richard",,,,,,,,,,,,,,,,60412.0,60332.0,,80709.0,,10433.0,10433.0,10433.0,,,34400.0,,,60400.0,60300.0,,,,10400.0,10000.0,4.0,,,,,,Spy,34499.0,339.0,,,,339.0,,,,,339.0,339.0,,339.0,339.0,,339.0,339.0,358.0,,,LR1789,T70/1555,T70/1559,"PP,1792(766-7),XXXV","Lambert,82,42-3","LList, 29 May 1787","LList, 9 June 1789","LList, 28 July 1789",T70/1476,,,,,,,,,,337.0,337.0,13.0,358.0,,358.0,,,,19.0,0.05,,,103.0,,,,103.0,0.30383,34.0,29,1700,12,58,1789,1789,1787,1774.0,,,0,,,,,,,0.03835,0.0649,0.02655,0.66962,0.63127,0.30383
83742,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Black, George",,,,,,,,,,,,,,10400.0,,,,,,,,5.0,8.0,1803.0,9.0,12.0,1803.0,,,,13.0,7.0,1804.0,11.0,5.0,1804.0,,,,,,,26.0,9.0,1804.0,"08,05,1803","12,09,1803",,"05,11,1804",",,",",,","07,13,1804","09,26,1804",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60499.0,60400.0,60000.0,32240.0,,,,,,,,,,,,,,,,,,,,60499.0,32200.0,30000.0,32240.0,7.0,7.0,,,,,,,2.0,"Dalziel, Archibald",,,,,,,,,,,,,,,,60412.0,60404.0,,10464.0,,10433.0,10433.0,10433.0,,,32200.0,,,60400.0,60400.0,,,,10400.0,10000.0,4.0,,,,,,Thames,32240.0,244.0,,,,244.0,,,,,,,,,,,,,271.0,,250.0,LR1804,CO278/7,T70/1580,ADM7/375,"PP,1806(265),XIII,no.3","PP,1806(265),XIII,no.1","LList, 9 Aug 1803","LList, 24 Apr 1804","LList, 22 May 1804","LList, 28 Sept 1804",,,,,,,,,222.0,222.0,13.0,,,,280.0,,,,,,,,,,,,,35.0,31,1800,13,61,1804,1804,1803,1790.0,,,0,,,,,,,,,,,,
83743,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Black, George","Glegg, David",,,,,,,,,,,,,10400.0,,,,22.0,19.0,,,10.0,1.0,1805.0,4.0,4.0,1805.0,,,,29.0,10.0,1805.0,2.0,10.0,1805.0,,,,,,,16.0,6.0,1806.0,"01,10,1805","04,04,1805",,"10,02,1805",",,",",,","10,29,1805","06,16,1806",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60499.0,60400.0,60000.0,32240.0,,,,,,,,,,,,,,,,,,,,60499.0,32200.0,30000.0,32240.0,7.0,7.0,,,,,,1.0,,"Dalziel, Archibald",,,,,,,,,,,,,,,,60412.0,60404.0,,10464.0,,10433.0,10433.0,10433.0,,,32200.0,,,60400.0,60400.0,,,,10400.0,10000.0,4.0,,,,,,Thames,32240.0,249.0,,,,249.0,,,,,,,,,,,,,277.0,,250.0,LR1805,ADM7/375,T70/1582,"CO278/7,54,69","PP,1806(265),XIII,no.3","PP,1806(265),XIII,no.6","LList, 11 Jan 1805","LList, 26 July 1805","LList, 10 Dec 1805","LList, 25 Apr 1806","LList, 17 June 1806",,,,,,,,222.0,222.0,13.0,,,,265.0,,,,,,,,,,,,,35.0,31,1800,13,61,1805,1805,1805,1790.0,,,0,,,,,,,,,,,,
83785,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,"Horsley, William",,,,,,,,,,,,,,21900.0,,37.0,,,,,4.0,28.0,2.0,1789.0,,,1789.0,,,,,,,,,,,,,,,,28.0,4.0,1790.0,"02,28,1789",",,1789",,",,",",,",",,",",,","04,28,1790",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60499.0,60400.0,60000.0,31312.0,,,,,,,,,,,,,,,,,,,,60499.0,31300.0,30000.0,31312.0,7.0,7.0,,,,,,2.0,,"Dawson, John",,,,,,,,,,,,,,,,60499.0,,,21999.0,,10432.0,10432.0,10432.0,31300.0,,31300.0,,,60400.0,,,,,,10000.0,4.0,,,,,,Thomas,31312.0,170.0,,,,170.0,,,,,,,,,,,,,186.0,,300.0,LR1790,"BT98/50,117",T70/1559,"PP,1792(768),XXXV","T64/286,17","HLRO,MP,HL,94.03.22","LList, 19 Feb 1790","LList, 4 May 1790","AGI, Santo Domingo 2207","MCC,1097",,,,,,,,,180.0,180.0,13.0,,,,304.0,,,,,,,,,,,,,34.0,29,1700,12,58,1789,1789,1789,1784.0,,,0,,,,,,,,,,,,
83790,PUBLISHED,,11.0,,,,,,,,,,,,,,2.0,,,,,,,"Boys, William",,,,7.0,,,,,,,,,,10400.0,,25.0,,,,,4.0,25.0,5.0,1792.0,18.0,7.0,1792.0,29.0,10.0,1792.0,9.0,2.0,1793.0,28.0,12.0,1792.0,,,,,,,29.0,3.0,1793.0,"05,25,1792","07,18,1792","10,29,1792","12,28,1792",",,",",,","02,09,1793","03,29,1793",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,60622.0,60600.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60622.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,1.0,"Fisher, Ralph","Jackson, William","Colley, James Eckley",,,,,,,,,,,,,,60608.0,60617.0,60622.0,10433.0,,10432.0,10432.0,10432.0,,,35100.0,,,60600.0,60600.0,60600.0,,,10400.0,10000.0,4.0,,,,,,Thomas,35114.0,268.0,,,45.0,268.0,,,,,,,,,,,,,313.0,,321.0,"BT98/53,151","CO140/89,367","T64/286,31","HLRO,MP,HL,94.03.22","HLRO,MP,HL,1800.07.28","kg, 22-29 Dec 1792","LList, 5 Feb 1793",,,,,,,,,,,,193.0,193.0,13.0,,,313.0,217.0,60.0,,45.0,0.14,,11.0,,,,,,,34.0,30,1700,12,59,1792,1792,1792,1763.0,,,0,,,,,,,,,,,,
83822,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Shimmins, Radcliffe",Brine,,,,,,,,,,,,,20900.0,,63.0,,,,,20.0,4.0,5.0,1793.0,28.0,7.0,1793.0,11.0,10.0,1793.0,30.0,1.0,1794.0,22.0,11.0,1793.0,,,,,,,5.0,3.0,1794.0,"05,04,1793","07,28,1793","10,11,1793","11,22,1793",",,",",,","01,30,1794","03,05,1794",10400.0,10000.0,,,,,True,1,1,14,1,163.0,,153.0,,,,153.0,163.0,,153.0,,,,,,,,,,,,,,,,,60799.0,60700.0,60000.0,34499.0,272.0,272.0,,,257.0,257.0,,,,257.0,0.62683,,,,,,,,,60799.0,34400.0,30000.0,34499.0,7.0,7.0,,,,,,,,"Tarleton, John","Backhouse, Daniel","Tarleton, Thomas",,,,,,,,,,,,,,60702.0,60717.0,,20902.0,,10432.0,10432.0,10432.0,,,34400.0,,,60700.0,60700.0,,,,10400.0,10000.0,4.0,,,,,,Toms,34499.0,414.0,,,25.0,410.0,,,,,,,435.0,410.0,410.0,,,,435.0,,436.0,LR1794,"BT98/54,192","PP,1795-6(849),XLII","T64/286,36","HLRO,MP,HL,94.03.22","HLRO,MP,HL,99.06.28,no.7","HLRO,MP,HL,1800.07.28","LList, 10 Jan 1794","LList, 7 Mar 1794",,,,,,,,,,302.0,302.0,13.0,435.0,442.0,435.0,202.0,42.0,,25.0,0.06,,,,,,,,,34.0,30,1700,12,59,1793,1793,1793,1780.0,,,0,,,,0.62529,,,,,,0.62683,,
83889,PUBLISHED,,,142.0,,,,,,,,,142.0,,,,,6.0,,,,6.0,0.03846,"McGauley, James",,,,,14.0,,,,,,,14.0,0.08974,10400.0,,18.0,,,,,9.0,1.0,8.0,1791.0,,,,6.0,2.0,1792.0,11.0,5.0,1792.0,,4.0,1792.0,,,,,,,23.0,6.0,1792.0,"08,01,1791",",,","2,6,1792","04,,1792",",,",",,","05,11,1792","06,23,1792",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,75.0,,,75.0,,,8.0,,,,8.0,0.05128,,,,,,,,,60599.0,60500.0,60000.0,34499.0,,,,,,81.0,,,,81.0,0.51923,,,75.0,,,,75.0,0.48077,60599.0,34400.0,30000.0,34499.0,7.0,7.0,,,,6.0,,1.0,,"Ratcliffe, John","Buddicomb, Robert","McGauley, James","Thompson, William",,,,,,,,,,,,,60520.0,60599.0,,10432.0,,10432.0,10432.0,10432.0,,,34400.0,,,60500.0,60500.0,,,,10400.0,10000.0,1.0,,,,,,Union,34499.0,156.0,,,,156.0,,,,,156.0,156.0,,156.0,156.0,,156.0,156.0,171.0,,171.0,LR1792,"BT98/52,219","PP,1792(768),XXXV","PP,1795-6(849),XLII","T64/286,27","HLRO,MP,HL,94.03.22","HLRO,MP,HL,99.06.14","HLRO,MP,HL,99.06.25","LList, 16 Sept 1791","LList, 26 June 1792",,,,,,,,,103.0,103.0,13.0,,171.0,,,,,,,,,67.0,,,,67.0,0.42949,18.0,30,1700,12,59,1792,1792,1791,1791.0,,,0,,,,,,,0.03846,0.08974,0.05128,0.51923,0.48077,0.42949
90005,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Boats, William",,,,,,,,,,,,,,80700.0,,,,,,,,,,1749.0,,,,,,1750.0,,,,,,1751.0,,,,,,,31.0,1.0,1752.0,",,1749",",,",,",,1751",",,",",,",",,","01,31,1752",10400.0,10000.0,60912.0,,60900.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,60408.0,60400.0,60000.0,35199.0,,,,,,,,,,,,,,,,,,,,60408.0,35100.0,30000.0,35199.0,7.0,7.0,,,,,,,1.0,"Seel, Thomas (Jr)","Knight, John",,,,,,,,,,,,,,,60330.0,60408.0,,80703.0,10432.0,10432.0,10432.0,10432.0,,,35100.0,,,60300.0,60400.0,,10400.0,,10400.0,10000.0,35.0,,,,,,Byrne,35199.0,,,,,197.0,,,,,,,,,,,,,230.0,,250.0,"LST,1744-1786","LList, 26 Nov 1751","Wax,1968,483,488,489",EXT1/299,,,,,,,,,,,,,,,146.3,80.0,22.0,,,,,,,,,,,,,,,,,76.0,26,1700,11,51,1750,1751,1750,1740.0,1744.0,,0,,,,,,,,,,,,
90121,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Anyon, Timothy",,,,,,,,,,,,,,20500.0,,30.0,,,30.0,,,30.0,8.0,1750.0,,,,,,1751.0,11.0,4.0,1752.0,30.0,8.0,1751.0,,,,,,,8.0,6.0,1752.0,"08,30,1750",",,",,"08,30,1751",",,",",,","04,11,1752","06,08,1752",10400.0,10000.0,60499.0,,60400.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,60408.0,60400.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60408.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,,"Fletcher, Potter","Pardoe, James",,,,,,,,,,,,,,,60318.0,60302.0,60408.0,20599.0,10432.0,10432.0,10432.0,10432.0,,,35100.0,,,60300.0,60300.0,60400.0,10400.0,,10400.0,10000.0,35.0,,,,,,Pardoe,35114.0,300.0,,,,300.0,,,,,,,,,,,,,350.0,,,"LST,1744-1786","Martin,Spurrell,26,28,30,33,48","T70/29,f.8",,,,,,,,,,,,,,,,110.3,60.0,22.0,,,,365.0,,,,,,,,,,,,,76.0,26,1700,11,51,1751,1751,1750,1733.0,1747.0,,0,,,,,,,,,,,,
90145,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Jackson, Richard",,,,,,,,,,,,,,10400.0,,35.0,,24.0,,,,26.0,5.0,1752.0,,,,,,,,,,3.0,3.0,1753.0,,,,,,,22.0,6.0,1753.0,"05,26,1752",",,",,"03,03,1753",",,",",,",",,","06,22,1753",10400.0,10000.0,60399.0,,60100.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,60399.0,60300.0,60000.0,34299.0,,,,,,,,,,,,,,,,,,,,60399.0,34200.0,30000.0,34299.0,7.0,7.0,,,,,,,,"White, Henry","Cunliffe, Foster","Cunliffe, Ellis","Cunliffe, Robert","Atherton, John","Reed, Samuel","Armitage, Robert","Bulkeley, William",,,,,,,,,60340.0,60241.0,,10432.0,10432.0,10432.0,10432.0,10432.0,,,34200.0,,,60300.0,60200.0,,,,,,4.0,,,,,,Ellis and Robert,34299.0,290.0,,,,290.0,,,,,,,,,,,,,355.0,,250.0,"LST,1744-1786","LList, 4 May 1753","Martin,Spurrell,69",,,,,,,,,,,,,,,,182.3,100.0,22.0,,,,281.0,,,,,,,,,,,,,33.0,26,1700,11,51,1753,1753,1752,1747.0,1747.0,,0,,,,,,,,,,,,
90330,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Baitson, Chris",,,,,,,,,,,,,,10400.0,,40.0,,,,,,20.0,10.0,1752.0,,,,,,,,,,31.0,7.0,1753.0,,,,,,,6.0,11.0,1753.0,"10,20,1752",",,",,"07,31,1753",",,",",,",",,","11,06,1753",10400.0,10000.0,60399.0,,60100.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,60331.0,60300.0,60000.0,34299.0,,,,,,,,,,,,,,,,,,,,60331.0,34200.0,30000.0,34299.0,7.0,7.0,,,,,,,,"Cunliffe, Robert","Cunliffe, Foster","Cunliffe, Ellis","Atherton, John","Armitage, Robert","Bulkeley, William","White, Henry","Reid, Samuel",,,,,,,,,60331.0,,,10432.0,10432.0,10432.0,10432.0,10432.0,,,34200.0,,,60300.0,,,10400.0,,10400.0,10000.0,35.0,,,,,,Bulkeley,34299.0,246.0,,,,246.0,,,,,,,,,,,,,287.0,,300.0,"LST,1744-1786",,,,,,,,,,,,,,,,,,182.3,100.0,22.0,,,,284.0,,,,,,,,,,,,,76.0,26,1700,11,51,1753,1753,1752,1750.0,1750.0,,0,,,,,,,,,,,,
90350,PUBLISHED,,,,,,,,,,,,,33499.0,,,,,,,,,,"Newton, John",,,,,,,,,,,,,,10400.0,,30.0,23.0,22.0,15.0,15.0,7.0,11.0,8.0,1750.0,23.0,10.0,1750.0,22.0,5.0,1751.0,13.0,8.0,1751.0,3.0,7.0,1751.0,,,,,,,8.0,10.0,1751.0,"08,11,1750","10,23,1750","5,22,1751","07,03,1751",",,",",,","08,13,1751","10,08,1751",10400.0,10000.0,60399.0,,60100.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,60399.0,60300.0,60000.0,33499.0,,,,,,,,,,,,,,,,,,,,60399.0,33400.0,30000.0,33401.0,7.0,7.0,,,,,,,,"Manesty, Joseph","Hutchinson, Robert","Lesley, Andrew",,,,,,,,,,,,,,60201.0,60217.0,60399.0,10432.0,10432.0,10432.0,10432.0,10432.0,33400.0,,33400.0,,,60200.0,60200.0,60300.0,10400.0,6.0,10400.0,10000.0,35.0,0.0,6.0,1.0,0.0,0.0,Duke of Argyle,33499.0,146.0,18.0,,10.0,146.0,,,,,,,,,,,,,156.0,,250.0,"LST,1744-1786","Martin,Spurrell,2-62,95",,,,,,,,,,,,,,,,,182.3,100.0,22.0,,,156.0,326.0,42.0,,10.0,0.06,,,,,,,,,76.0,26,1700,11,51,1751,1751,1750,1729.0,1750.0,,0,,,,,,,,,,,,
90396,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Lowe, William",,,,,,,,,,,,,,10400.0,,27.0,,,,,,8.0,6.0,1753.0,,,,,,,,,,30.0,4.0,1754.0,,,,,,,27.0,8.0,1754.0,"06,08,1753",",,",,"04,30,1754",",,",",,",",,","08,27,1754",10400.0,10000.0,60399.0,,60100.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,60302.0,60300.0,60000.0,34299.0,,,,,,,,,,,,,,,,,,,,60302.0,34200.0,30000.0,34299.0,7.0,7.0,,,,,,,,"Lowndes, Edward","Lowndes, Charles","Salthouse, John",,,,,,,,,,,,,,60302.0,,,10457.0,10432.0,10432.0,10432.0,10432.0,,,34200.0,,,60300.0,,,10400.0,,10400.0,10000.0,35.0,,,,,,Elijah,34299.0,117.0,,,,117.0,,,,,,,,,,,,,137.0,,250.0,"LST,1744-1786",,,,,,,,,,,,,,,,,,182.3,100.0,22.0,,,,326.0,,,,,,,,,,,,,76.0,26,1700,11,51,1754,1754,1753,1732.0,1751.0,,0,,,,,,,,,,,,
90398,PUBLISHED,,,,,,,,,,,,,34299.0,,,,,,,,,,"Hutchinson, James",,,,,,,,,,,,,,21900.0,,,,,,,,28.0,12.0,1751.0,,2.0,1752.0,18.0,8.0,1752.0,,,,19.0,9.0,1752.0,,,,,,,,,,"12,28,1751","02,,1752","8,18,1752","09,19,1752",",,",",,",",,",",,",10400.0,10000.0,60108.0,,60100.0,,True,92,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60110.0,60100.0,60000.0,34299.0,,,,,,,,,,,,,,,,,,,,60108.0,34200.0,30000.0,34299.0,7.0,7.0,,,,,,,,"Moore, William (Jr)","Piza, Isaac de","Massiah, Benjamin","Minvielle, Elias","Minvielle, Susan",,,,,,,,,,,,60110.0,,,21903.0,34299.0,10432.0,,10432.0,34200.0,,34200.0,,,60100.0,,,34200.0,1.0,,,8.0,,,,,,Thomas,34299.0,114.0,,,,114.0,,,,,,,,,,,,,200.0,,250.0,"LST,1744-1786","Williams,677","T70/29,f,34","Rediker, 294",,,,,,,,,,,,,,,128.3,70.0,22.0,200.0,,200.0,266.0,32.0,,86.0,0.43,,,,,,,,,41.0,26,1700,11,51,1752,1752,1751,1747.0,1750.0,,0,,,,,,,,,,,,
90406,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Campbell, Duncan","Coppell, John",,,,,,,,,,,,,80700.0,,41.0,,,,,,29.0,4.0,1751.0,11.0,12.0,1751.0,,,1751.0,,,,,9.0,1752.0,,,,,,,,,,"04,29,1751","12,11,1751",,"09,,1752",",,",",,",",,",",,",10500.0,10000.0,60399.0,,60100.0,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,60408.0,60400.0,60000.0,33599.0,,,,,,,,,,,,,,,,,,,,60408.0,33500.0,30000.0,33599.0,7.0,7.0,,,,,,1.0,,"Campbell, Duncan","Cockran, William","Mitchell, Patrick","Somervell, John","Crosbie, J*",,,,,,,,,,,,60335.0,60408.0,,80703.0,10504.0,10505.0,,10505.0,,,33500.0,,,60300.0,60400.0,,10500.0,,,,35.0,,,,,,Methuen,33599.0,,,,,197.0,,,,,,,,,,,,,230.0,,200.0,"LST,1744-1786","Williams,676",ADM7/87,"Duffil,105,117",,,,,,,,,,,,,,,182.3,100.0,22.0,,,,,,,,,,,,,,,,,76.0,26,1700,11,51,1751,1752,1751,,1751.0,,0,,,,,,,,,,,,
90484,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Kewley, Thomas",,,,,,,,,,,,,,10400.0,,40.0,,40.0,,,,4.0,9.0,1755.0,,,,,,,,,,1.0,3.0,1757.0,,,,,,,26.0,8.0,1757.0,"09,04,1755",",,",,"03,01,1757",",,",",,",",,","08,26,1757",10400.0,10000.0,60501.0,,60500.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,60501.0,60500.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60501.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,1.0,"Clay, Robert","Welch, John","Parr, Edward","White, John","Dobb, William","Cheshire, John","Richardson, John",,,,,,,,,,60501.0,,,10432.0,10432.0,10432.0,10432.0,10432.0,,,35100.0,,,60500.0,,,10400.0,,10400.0,10000.0,4.0,,,,,,Prince Eugene,35114.0,350.0,,,,350.0,,,,,,,,,,,,,429.0,,400.0,"LST,1744-1786","PA,57.05.18.",,,,,,,,,,,,,,,,,272.3,150.0,22.0,,,,544.0,,,,,,,,,,,,,33.0,26,1700,11,52,1757,1757,1755,1753.0,1753.0,,0,,,,,,,,,,,,
90497,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Jackson, Richard",,,,,,,,,,,,,,10400.0,,36.0,,,,,,20.0,8.0,1756.0,,,,,,,,,,,,,,,,,,,,,,"08,20,1756",",,",,",,",",,",",,",",,",",,",10400.0,10000.0,60399.0,,60100.0,,True,51,1,8,3,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,60330.0,60300.0,60000.0,,,,,,,,,,,,,,,,,,,,,60330.0,,,,7.0,7.0,,,,,,,,"Cunliffe, Robert","Cunliffe, Foster","Cunliffe, Ellis","Craven, Charles",,,,,,,,,,,,,60330.0,,,10432.0,10432.0,10432.0,,10432.0,,,,,,60300.0,,,10400.0,,,,35.0,,,,,,Prince of Orange,,,,,,197.0,,,,,,,,,,,,,230.0,,300.0,"LST,1744-1786",,,,,,,,,,,,,,,,,,182.3,100.0,22.0,,,,,,,,,,,,,,,,,76.0,26,1700,11,52,1756,1756,1756,1753.0,1753.0,,0,,,,,,,,,,,,
